HSE Actions Item Tracker,,,,,,,,,,,,,
Sr. #,Date,Month,Auditor Name,Action Drived From,Audit Description,Area/Clauses,Actions / Recommendation,Severity,Responsible Department,Responsible Manager,Target date,Action Item Status,
959,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-13,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
960,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-14,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
961,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-15,"Unions checked,  leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
962,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-16,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
963,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-17,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
964,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geyser L-10,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
965,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Line 8 Cooling Tunnel,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
966,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Line 8 Cooling Tunnel,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
967,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Line 8 Cooling Tunnel,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
968,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Line 8 Cooling Tunnel,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
969,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Line 8 Cooling Tunnel,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
970,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
971,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
972,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
973,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
974,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
975,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 1,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
976,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 3,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
977,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 3,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
978,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 3,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
979,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Gate 3,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
980,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
981,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
982,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
983,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
984,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
985,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
986,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Roof,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
987,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Ball Valve checked,  leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
988,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
989,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Unions checked,  leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
990,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
991,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
992,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Unions checked,  leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
993,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Unions checked, No leakage found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
994,04/05/2026,April,Yaseen/Sarfaraz,Critical / Specialist Audit Plan,Gas Leak Monitoring,Geysers,"Ball Valve checked, No leakge found",High,ESD,Adeel Siddiqui  ,Immediate,Done,
995,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,RMS Ground Floor,Contactor Over Loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
996,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Ammonia Plant,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
997,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L8 Cutting,Breaker Over Loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
998,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,ISHIDA Area,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
999,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,ISHIDA Area,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1000,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Outside Candi Room,Breaker Over Loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1001,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Line 6 Pre Mixer ,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1002,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Line 5 Mixing,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1003,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Mixing area,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1004,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L9 Packing,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1005,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Oven Wall,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1006,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Outside DPM Office,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1007,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chiller 1 Panel - Ground Floor,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1008,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chiller 2 Panel - Ground Floor,Phase Wire Over Heating in Breaker ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1009,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Daiken 300 Chiller,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1010,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Hot Water Chiller,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1011,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,daiken300 Chiller,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1012,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Powerhouse Control Room MCC,Selector/Breaker damaged ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1013,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Powerhouse Control Room MCC,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1014,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Powerhouse Control Room,Phase wires at the contactor terminals are heating up under load.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1015,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Power House Control Room GE 02 CB,Panel Accessories over heating  ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1016,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Power House Control Room GE 03 CB,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1017,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Powerhouse Control Room LT CB 03,Busbar Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1018,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Power House Control Room GE 05 cb,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1019,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Behind Oil Silo,Equipment over heating and loose wiring ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1020,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Outside Oil tank room one outside,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1021,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Ammonia plant ,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1022,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chiller Panel ,Panel Accessories over heating possibly due to over loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1023,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Panel DB 255,Panel Accessories over heating possibly due to over loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1024,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,line 3 cutting ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1025,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,LPG + Air  Mixer Control ,Phase Wire Over Heating in Breaker ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1026,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 1 Mixing ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1027,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Mixing ,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1028,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 9 Dough lifter Flexkon Conveyor Panel 2,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1029,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 5 cutting (Machine),Selector/Breaker damaged ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1030,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 4 cutting Mould lifter panel  ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1031,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 1 Oven ,Phase wires at the contactor terminals are heating up under load.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1032,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 1 Oven ,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1033,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 1 oven ,Phase wires at the contactor terminals are heating up under load.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1034,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 3 Oven ,Connectors and Contactors heating up,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1035,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 4 Oven IGF 1,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1036,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 4 Oven DGF ,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1037,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 5 Oven ,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1038,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 5 Oven ,Contactor Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1039,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 5 Oven ,Contactor Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1040,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 6 Oven ,High Heat in Oven and Contactor over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1041,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 4 Main oven panel ,High Heat in Oven and Contactor over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1042,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 10 oven Main panel ,Contactor and Power Supply over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1043,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 9 oven Panel ,High Heat in Oven and Contactor over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1044,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 9 cutting Main panel ,Electrical Components heating due to oven heat and loading,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1045,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 10 Multiplexer Main panel ,Various panel accessories are over heating,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1046,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11,Cable entering into invertor is heated,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1047,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1048,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11,Phase Wire Over Heating in Breaker ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1049,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chocolate plant ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1050,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chocolate plant ,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1051,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Outside Brown Sugar near Exhausters ,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1052,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 10 Creaming ,Selector/Breaker damaged ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1053,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Generator Room ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1054,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Under FGS tunnel near FF water reservoir ,Phase wires at the contactor terminals are heating up under load.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1055,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Panel ID 441,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1056,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 10 creaming ,Panel Components over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1057,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,RMS Lift  2 1st Floor Panel ,Electrical Components heating due to oven heat and loading,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1058,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Between Egg room and RMS office ,Electrical Components heating due to oven heat and loading,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1059,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Near CCTV control Room ,Electrical Components heating due to oven heat and loading,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1060,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Boys canteen roof near cooling tunnel compressors ,Small-Gauged wire used in high load application.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1061,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Ishida Area ,"Breaker# 67, 23, 59 along with main breaker are over loaded. ",High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1062,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Ishida Area ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1063,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11 ,Phase Wire Over Heating in Breaker ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1064,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11 ,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1065,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,L 11,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1066,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chemical room L 11,Phase Wire Over heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1067,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,LDB 43 PMS show Box area  ,Selector/Breaker damaged ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1068,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Chemical room GF,Contactor Over Heating ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1069,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Ice Machine Panel ,Phase wires at the contactor terminals are heating up under load.,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
1070,04/08/2026,April,Kashif,Critical / Specialist Audit Plan,Thermography,Hand Washing in chemical room ,Panel Accessories over heating possibly due to over loading ,High,ESD,Adeel Siddiqui  ,30-Apr-26,Done,
